Node	ModuleColor	GeneSymbol	GeneName
6737	turquoise	TRIM21	tripartite motif containing 21
3043	yellow	HBB	hemoglobin subunit beta
3045	yellow	HBD	hemoglobin subunit delta
3047	yellow	HBG1	hemoglobin subunit gamma 1
3048	yellow	HBG2	hemoglobin subunit gamma 2
3046	turquoise	HBE1	hemoglobin subunit epsilon 1
85363	turquoise	TRIM5	tripartite motif containing 5
10346	turquoise	TRIM22	tripartite motif containing 22
84067	blue	FHIP1B	FHF complex subunit HOOK interacting protein 1B
6609	grey	SMPD1	sphingomyelin phosphodiesterase 1
322	red	APBB1	amyloid beta precursor protein binding family B member 1
23647	red	ARFIP2	ADP ribosylation factor interacting protein 2
26515	grey	TIMM10B	translocase of inner mitochondrial membrane 10B
23378	blue	RRP8	ribosomal RNA processing 8
3611	red	ILK	integrin linked kinase
6881	turquoise	TAF10	TATA-box binding protein associated factor 10
1200	turquoise	TPP1	tripeptidyl peptidase 1
63875	turquoise	MRPL17	mitochondrial ribosomal protein L17
387751	blue	GVINP1	GTPase, very large interferon inducible pseudogene 1
8495	grey	PPFIBP2	PPFIA binding protein 2
8665	black	EIF3F	eukaryotic translation initiation factor 3 subunit F
9866	grey	TRIM66	tripartite motif containing 66
6157	brown	RPL27A	ribosomal protein L27a
56672	grey	AKIP1	A-kinase interacting protein 1
56674	brown	TMEM9B	TMEM9 domain family member B
23258	brown	DENND5A	DENN domain containing 5A
440026	brown	TMEM41B	transmembrane protein 41B
10527	turquoise	IPO7	importin 7
644656	grey	LOC644656	uncharacterized LOC644656
7702	blue	ZNF143	zinc finger protein 143
7465	brown	WEE1	WEE1 G2 checkpoint kinase
23075	turquoise	SWAP70	switching B cell complex subunit SWAP70
272	grey	AMPD3	adenosine monophosphate deaminase 3
50862	blue	RNF141	ring finger protein 141
9646	turquoise	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component
1982	turquoise	EIF4G2	eukaryotic translation initiation factor 4 gamma 2
58486	yellow	ZBED5	zinc finger BED-type containing 5
729013	yellow	ZBED5-AS1	ZBED5 antisense RNA 1
55031	yellow	USP47	ubiquitin specific peptidase 47
9645	grey	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2
406	grey	BMAL1	basic helix-loop-helix ARNT like 1
84280	black	BTBD10	BTB domain containing 10
84188	turquoise	FAR1	fatty acyl-CoA reductase 1
22800	brown	RRAS2	RAS related 2
1315	grey	COPB1	COPI coat complex subunit beta 1
5682	black	PSMA1	proteasome 20S subunit alpha 1
5140	blue	PDE3B	phosphodiesterase 3B
120227	blue	CYP2R1	cytochrome P450 family 2 subfamily R member 1
55553	turquoise	SOX6	SRY-box transcription factor 6
10944	turquoise	C11orf58	chromosome 11 open reading frame 58
6207	brown	RPS13	ribosomal protein S13
5286	brown	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
4925	turquoise	NUCB2	nucleobindin 2
26297	blue	SERGEF	secretion regulating guanine nucleotide exchange factor
113174	grey	SAAL1	serum amyloid A like 1
11234	brown	HPS5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
2965	red	GTF2H1	general transcription factor IIH subunit 1
3939	blue	LDHA	lactate dehydrogenase A
3948	grey	LDHC	lactate dehydrogenase C
160287	blue	LDHAL6A	lactate dehydrogenase A like 6A
7251	turquoise	TSG101	tumor susceptibility 101
55293	grey	UEVLD	UEV and lactate/malate dehyrogenase domains
144108	grey	SPTY2D1	SPT2 chromatin protein domain containing 1
54503	grey	ZDHHC13	zinc finger DHHC-type palmitoyltransferase 13
10553	brown	HTATIP2	HIV-1 Tat interactive protein 2
10196	blue	PRMT3	protein arginine methyltransferase 3
2188	grey	FANCF	FA complementation group F
258010	red	SVIP	small VCP interacting protein
91057	blue	CCDC34	coiled-coil domain containing 34
55327	brown	LIN7C	lin-7 homolog C, crumbs cell polarity complex component
196074	grey	METTL15	methyltransferase 15, mitochondrial 12S rRNA N4-cytidine
120534	red	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein
120526	black	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24
26610	green	ELP4	elongator acetyltransferase complex subunit 4
5954	turquoise	RCN1	reticulocalbin 1
10480	turquoise	EIF3M	eukaryotic translation initiation factor 3 subunit M
79056	brown	PRRG4	proline rich and Gla domain 4
55346	blue	TCP11L1	t-complex 11 like 1
1479	turquoise	CSTF3	cleavage stimulation factor subunit 3
10114	brown	HIPK3	homeodomain interacting protein kinase 3
966	brown	CD59	CD59 molecule (CD59 blood group)
26273	grey	FBXO3	F-box protein 3
4005	turquoise	LMO2	LIM domain only 2
4076	blue	CAPRIN1	cell cycle associated protein 1
55226	grey	NAT10	N-acetyltransferase 10
847	brown	CAT	catalase
51074	brown	APIP	APAF1 interacting protein
8050	grey	PDHX	pyruvate dehydrogenase complex component X
960	brown	CD44	CD44 molecule (Indian blood group)
54765	blue	TRIM44	tripartite motif containing 44
29099	brown	COMMD9	COMM domain containing 9
79899	turquoise	PRR5L	proline rich 5 like
7189	grey	TRAF6	TNF receptor associated factor 6
119710	turquoise	IFTAP	intraflagellar transport associated protein
399881	turquoise	HNRNPKP3	heterogeneous nuclear ribonucleoprotein K pseudogene 3
8539	grey	API5	apoptosis inhibitor 5
55761	blue	TTC17	tetratricopeptide repeat domain 17
51144	grey	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12
221120	turquoise	ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase
84680	yellow	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
2132	turquoise	EXT2	exostosin glycosyltransferase 2
3732	brown	CD82	CD82 molecule
9537	green	TP53I11	tumor protein p53 inducible protein 11
55343	blue	SLC35C1	solute carrier family 35 member C1
1408	brown	CRY2	cryptochrome circadian regulator 2
9409	red	PEX16	peroxisomal biogenesis factor 16
51317	turquoise	PHF21A	PHD finger protein 21A
8525	turquoise	DGKZ	diacylglycerol kinase zeta
4192	turquoise	MDK	midkine
55626	green	AMBRA1	autophagy and beclin 1 regulator 1
9776	yellow	ATG13	autophagy related 13
392	brown	ARHGAP1	Rho GTPase activating protein 1
79797	grey	ZNF408	zinc finger protein 408
9793	grey	CKAP5	cytoskeleton associated protein 5
79096	grey	CSTPP1	centriolar satellite-associated tubulin polyglutamylase complex regulator 1
84364	grey	ARFGAP2	ADP ribosylation factor GTPase activating protein 2
1643	brown	DDB2	damage specific DNA binding protein 2
53	brown	ACP2	acid phosphatase 2, lysosomal
10062	grey	NR1H3	nuclear receptor subfamily 1 group H member 3
8567	blue	MADD	MAP kinase activating death domain
6688	green	SPI1	Spi-1 proto-oncogene
91252	red	SLC39A13	solute carrier family 39 member 13
5702	yellow	PSMC3	proteasome 26S subunit, ATPase 3
10658	blue	CELF1	CUGBP Elav-like family member 1
114971	turquoise	PTPMT1	protein tyrosine phosphatase mitochondrial 1
4722	blue	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
114900	turquoise	C1QTNF4	C1q and TNF related 4
23788	blue	MTCH2	mitochondrial carrier 2
23360	turquoise	FNBP4	formin binding protein 4
23279	blue	NUP160	nucleoporin 160
5795	green	PTPRJ	protein tyrosine phosphatase receptor type J
6749	yellow	SSRP1	structure specific recognition protein 1
5553	red	PRG2	proteoglycan 2, pro eosinophil major basic protein
29015	blue	SLC43A3	solute carrier family 43 member 3
8501	yellow	SLC43A1	solute carrier family 43 member 1
26519	yellow	TIMM10	translocase of inner mitochondrial membrane 10
9246	turquoise	UBE2L6	ubiquitin conjugating enzyme E2 L6
710	blue	SERPING1	serpin family G member 1
10978	blue	CLP1	cleavage factor polyribonucleotide kinase subunit 1
25921	grey	ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5
219541	green	MED19	mediator complex subunit 19
51075	brown	TMX2	thioredoxin related transmembrane protein 2
280636	red	SELENOH	selenoprotein H
9404	blue	LPXN	leupaxin
80829	red	ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase
374393	turquoise	FAM111B	FAM111 trypsin like peptidase B
101927204	brown	FAM111A-DT	FAM111A divergent transcript
63901	brown	FAM111A	FAM111 trypsin like peptidase A
219972	brown	MPEG1	macrophage expressed 1
5007	grey	OSBP	oxysterol binding protein
219988	yellow	PATL1	PAT1 homolog 1, processing body mRNA decay factor
6809	blue	STX3	syntaxin 3
54948	black	MRPL16	mitochondrial ribosomal protein L16
932	blue	MS4A3	membrane spanning 4-domains A3
2206	blue	MS4A2	membrane spanning 4-domains A2
64231	brown	MS4A6A	membrane spanning 4-domains A6A
51338	blue	MS4A4A	membrane spanning 4-domains A4A
58475	blue	MS4A7	membrane spanning 4-domains A7
931	black	MS4A1	membrane spanning 4-domains A1
79080	grey	CCDC86	coiled-coil domain containing 86
27339	black	PRPF19	pre-mRNA processing factor 19
79073	black	TMEM109	transmembrane protein 109
51296	blue	SLC15A3	solute carrier family 15 member 3
921	green	CD5	CD5 molecule
55048	red	VPS37C	VPS37C subunit of ESCRT-I
220001	turquoise	VWCE	von Willebrand factor C and EGF domains
1642	black	DDB1	damage specific DNA binding protein 1
26007	turquoise	TKFC	triokinase and FMN cyclase
220002	brown	CYB561A3	cytochrome b561 family member A3
51524	grey	TMEM138	transmembrane protein 138
51259	grey	TMEM216	transmembrane protein 216
79869	red	CPSF7	cleavage and polyadenylation specific factor 7
54949	blue	SDHAF2	succinate dehydrogenase complex assembly factor 2
113157	grey	RPLP0P2	ribosomal protein lateral stalk subunit P0 pseudogene 2
746	turquoise	TMEM258	transmembrane protein 258
2237	blue	FEN1	flap structure-specific endonuclease 1
3992	red	FADS1	fatty acid desaturase 1
9415	blue	FADS2	fatty acid desaturase 2
3995	grey	FADS3	fatty acid desaturase 3
2495	yellow	FTH1	ferritin heavy chain 1
80150	turquoise	ASRGL1	asparaginase and isoaspartyl peptidase 1
79026	blue	AHNAK	AHNAK nucleoprotein
1937	brown	EEF1G	eukaryotic translation elongation factor 1 gamma
64852	blue	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific
256364	turquoise	EML3	EMAP like 3
26229	blue	B3GAT3	beta-1,3-glucuronyltransferase 3
23193	grey	GANAB	glucosidase II alpha subunit
80789	grey	INTS5	integrator complex subunit 5
751071	grey	CSKMT	citrate synthase lysine methyltransferase
790955	grey	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3
51035	turquoise	UBXN1	UBX domain protein 1
221092	blue	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2
283237	green	TTC9C	tetratricopeptide repeat domain 9C
5436	turquoise	POLR2G	RNA polymerase II subunit G
10629	green	TAF6L	TATA-box binding protein associated factor 6 like
374395	grey	TMEM179B	transmembrane protein 179B
79064	grey	TMEM223	transmembrane protein 223
10482	grey	NXF1	nuclear RNA export factor 1
6811	turquoise	STX5	syntaxin 5
54663	blue	WDR74	WD repeat domain 74
23642	red	SNHG1	small nucleolar RNA host gene 1
6520	grey	SLC3A2	solute carrier family 3 member 2
5920	yellow	PLAAT4	phospholipase A and acyltransferase 4
11145	brown	PLAAT3	phospholipase A and acyltransferase 3
25923	turquoise	ATL3	atlastin GTPase 3
10313	grey	RTN3	reticulon 3
2011	yellow	MARK2	microtubule affinity regulating kinase 2
79829	turquoise	NAA40	N-alpha-acetyltransferase 40, NatD catalytic subunit
1351	turquoise	COX8A	cytochrome c oxidase subunit 8A
55611	yellow	OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1
28992	blue	MACROD1	mono-ADP ribosylhydrolase 1
10963	red	STIP1	stress induced phosphoprotein 1
83706	red	FERMT3	FERM domain containing kindlin 3
83707	turquoise	TRPT1	tRNA phosphotransferase 1
84304	grey	NUDT22	nudix hydrolase 22
3338	brown	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4
7423	turquoise	VEGFB	vascular endothelial growth factor B
2286	red	FKBP2	FKBP prolyl isomerase 2
26472	turquoise	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B
5331	turquoise	PLCB3	phospholipase C beta 3
56834	blue	GPR137	G protein-coupled receptor 137
51504	turquoise	TRMT112	tRNA methyltransferase activator subunit 11-2
25824	blue	PRDX5	peroxiredoxin 5
283234	blue	CCDC88B	coiled-coil domain containing 88B
8986	brown	RPS6KA4	ribosomal protein S6 kinase A4
10235	blue	RASGRP2	RAS guanyl releasing protein 2
7536	green	SF1	splicing factor 1
5871	blue	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2
4221	grey	MEN1	menin 1
10938	red	EHD1	EH domain containing 1
23130	grey	ATG2A	autophagy related 2A
5526	red	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta
402	turquoise	ARL2	ADP ribosylation factor like GTPase 2
29901	turquoise	SAC3D1	SAC3 domain containing 1
10004	blue	NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1
113130	blue	CDCA5	cell division cycle associated 5
7542	turquoise	ZFPL1	zinc finger protein like 1
738	black	VPS51	VPS51 subunit of GARP complex
7108	grey	TM7SF2	transmembrane 7 superfamily member 2
741	green	ZNHIT2	zinc finger HIT-type containing 2
2197	green	FAU	FAU ubiquitin like and ribosomal protein S30 fusion
740	grey	MRPL49	mitochondrial ribosomal protein L49
84447	grey	SYVN1	synoviolin 1
728975	grey	CAPN1-AS1	CAPN1 antisense RNA 1
823	turquoise	CAPN1	calpain 1
23649	turquoise	POLA2	DNA polymerase alpha 2, accessory subunit
5977	blue	DPF2	double PHD fingers 2
283130	turquoise	SLC25A45	solute carrier family 25 member 45
83786	brown	FRMD8	FERM domain containing 8
283131	grey	NEAT1	nuclear paraspeckle assembly transcript 1
101927789	green	FAUP4	FAU pseudogene 4
378938	brown	MALAT1	metastasis associated lung adenocarcinoma transcript 1
57410	green	SCYL1	SCY1 like pseudokinase 1
4054	blue	LTBP3	latent transforming growth factor beta binding protein 3
10534	turquoise	ZNRD2	zinc ribbon domain containing 2
23625	brown	FAM89B	family with sequence similarity 89 member B
254102	turquoise	EHBP1L1	EH domain binding protein 1 like 1
4296	grey	MAP3K11	mitogen-activated protein kinase kinase kinase 11
399909	blue	PCNX3	pecanex 3
6494	grey	SIPA1	signal-induced proliferation-associated 1
5970	grey	RELA	RELA proto-oncogene, NF-kB subunit
84153	grey	RNASEH2C	ribonuclease H2 subunit C
91056	grey	AP5B1	adaptor related protein complex 5 subunit beta 1
1072	green	CFL1	cofilin 1
80198	turquoise	MUS81	MUS81 structure-specific endonuclease subunit
1521	blue	CTSW	cathepsin W
9158	turquoise	FIBP	FGF1 intracellular binding protein
11007	brown	CCDC85B	coiled-coil domain containing 85B
83638	grey	C11orf68	chromosome 11 open reading frame 68
10589	brown	DRAP1	DR1 associated protein 1
9092	blue	SART1	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP
84285	grey	EIF1AD	eukaryotic translation initiation factor 1A domain containing
8815	brown	BANF1	BAF nuclear assembly factor 1
117144	blue	CATSPER1	cation channel sperm associated 1
10992	blue	SF3B2	splicing factor 3b subunit 2
55690	black	PACS1	phosphofurin acidic cluster sorting protein 1
64837	turquoise	KLC2	kinesin light chain 2
81876	yellow	RAB1B	RAB1B, member RAS oncogene family
10897	blue	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein
25855	red	BRMS1	BRMS1 transcriptional repressor and anoikis regulator
65003	brown	MRPL11	mitochondrial ribosomal protein L11
10072	turquoise	DPP3	dipeptidyl peptidase 3
254359	turquoise	ZDHHC24	zinc finger DHHC-type containing 24
8722	turquoise	CTSF	cathepsin F
9973	green	CCS	copper chaperone for superoxide dismutase
10432	brown	RBM14	RNA binding motif protein 14
5936	blue	RBM4	RNA binding motif protein 4
83759	blue	RBM4B	RNA binding motif protein 4B
79703	yellow	TOP6BL	TOP6B like initiator of meiotic double strand breaks
9986	grey	RCE1	Ras converting CAAX endopeptidase 1
22992	brown	KDM2A	lysine demethylase 2A
156	yellow	GRK2	G protein-coupled receptor kinase 2
338692	blue	ANKRD13D	ankyrin repeat domain 13D
57804	blue	POLD4	DNA polymerase delta 4, accessory subunit
5883	blue	RAD9A	RAD9 checkpoint clamp component A
5499	green	PPP1CA	protein phosphatase 1 catalytic subunit alpha
374403	blue	TBC1D10C	TBC1 domain family member 10C
57571	yellow	CARNS1	carnosine synthase 1
6199	brown	RPS6KB2	ribosomal protein S6 kinase B2
5790	yellow	PTPRCAP	protein tyrosine phosphatase receptor type C associated protein
57175	brown	CORO1B	coronin 1B
80194	yellow	TMEM134	transmembrane protein 134
9049	brown	AIP	aryl hydrocarbon receptor interacting protein
9600	turquoise	PITPNM1	phosphatidylinositol transfer protein membrane associated 1
10263	turquoise	CDK2AP2	cyclin dependent kinase 2 associated protein 2
2950	brown	GSTP1	glutathione S-transferase pi 1
4723	blue	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
254552	brown	NUDT8	nudix hydrolase 8
91703	grey	ACY3	aminoacylase 3
81622	turquoise	UNC93B1	unc-93 homolog B1, TLR signaling regulator
4728	blue	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8
10312	turquoise	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3
1119	turquoise	CHKA	choline kinase alpha
51111	turquoise	KMT5B	lysine methyltransferase 5B
53838	grey	C11orf24	chromosome 11 open reading frame 24
55291	yellow	PPP6R3	protein phosphatase 6 regulatory subunit 3
9633	grey	TESMIN	testis expressed metallothionein like protein
1374	yellow	CPT1A	carnitine palmitoyltransferase 1A
219927	turquoise	MRPL21	mitochondrial ribosomal protein L21
3508	grey	IGHMBP2	immunoglobulin mu DNA binding protein 2
219931	grey	TPCN2	two pore segment channel 2
595	turquoise	CCND1	cyclin D1
220064	yellow	LTO1	LTO1 maturation factor of ABCE1
8772	brown	FADD	Fas associated via death domain
8500	blue	PPFIA1	PTPRF interacting protein alpha 1
1717	brown	DHCR7	7-dehydrocholesterol reductase
55191	blue	NADSYN1	NAD synthetase 1
55298	blue	RNF121	ring finger protein 121
4926	green	NUMA1	nuclear mitotic apparatus protein 1
220074	green	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing
55004	brown	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1
3636	grey	INPPL1	inositol polyphosphate phosphatase like 1
81570	blue	CLPB	ClpB family mitochondrial disaggregase
116985	yellow	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
10809	blue	STARD10	StAR related lipid transfer domain containing 10
89849	blue	ATG16L2	autophagy related 16 like 2
9873	green	FCHSD2	FCH and double SH3 domains 2
5031	blue	P2RY6	pyrimidinergic receptor P2Y6
84957	red	RELT	RELT TNF receptor
23201	red	FAM168A	family with sequence similarity 168 member A
5870	black	RAB6A	RAB6A, member RAS oncogene family
51642	grey	MRPL48	mitochondrial ribosomal protein L48
51287	turquoise	COA4	cytochrome c oxidase assembly factor 4 homolog
80227	black	PAAF1	proteasomal ATPase associated factor 1
7351	turquoise	UCP2	uncoupling protein 2
26005	turquoise	C2CD3	C2 domain containing 3 centriole elongation regulator
51400	yellow	PPME1	protein phosphatase methylesterase 1
283209	grey	PGM2L1	phosphoglucomutase 2 like 1
387787	turquoise	LIPT2	lipoyl(octanoyl) transferase 2
10714	blue	POLD3	DNA polymerase delta 3, accessory subunit
9789	blue	SPCS2	signal peptidase complex subunit 2
408	brown	ARRB1	arrestin beta 1
6188	brown	RPS3	ribosomal protein S3
871	brown	SERPINH1	serpin family H member 1
84649	blue	DGAT2	diacylglycerol O-acyltransferase 2
7405	green	UVRAG	UV radiation resistance associated
5612	turquoise	THAP12	THAP domain containing 12
55331	turquoise	ACER3	alkaline ceramidase 3
5058	brown	PAK1	p21 (RAC1) activated kinase 1
1207	red	CLNS1A	chloride nucleotide-sensitive channel 1A
51773	black	RSF1	remodeling and spacing factor 1
28971	yellow	AAMDC	adipogenesis associated Mth938 domain containing
92105	grey	INTS4	integrator complex subunit 4
4718	red	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2
79053	turquoise	ALG8	ALG8 alpha-1,3-glucosyltransferase
79731	blue	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
5547	blue	PRCP	prolylcarboxypeptidase
27314	black	RAB30	RAB30, member RAS oncogene family
100506233	grey	RAB30-DT	RAB30 divergent transcript
51585	black	PCF11	PCF11 cleavage and polyadenylation factor subunit
338699	grey	ANKRD42	ankyrin repeat domain 42
60492	turquoise	CCDC90B	coiled-coil domain containing 90B
55863	turquoise	TMEM126B	transmembrane protein 126B
84233	turquoise	TMEM126A	transmembrane protein 126A
58487	blue	CREBZF	CREB/ATF bZIP transcription factor
54843	blue	SYTL2	synaptotagmin like 2
8301	turquoise	PICALM	phosphatidylinositol binding clathrin assembly protein
8726	turquoise	EED	embryonic ectoderm development
51501	turquoise	HIKESHI	heat shock protein nuclear import factor hikeshi
60494	green	CCDC81	coiled-coil domain containing 81
11098	blue	PRSS23	serine protease 23
65084	brown	TMEM135	transmembrane protein 135
23682	brown	RAB38	RAB38, member RAS oncogene family
1075	blue	CTSC	cathepsin C
26973	black	CHORDC1	cysteine and histidine rich domain containing 1
120103	grey	SLC36A4	solute carrier family 36 member 4
56935	turquoise	SMCO4	single-pass membrane protein with coiled-coil domains 4
85459	grey	CEP295	centrosomal protein 295
79101	black	TAF1D	TATA-box binding protein associated factor, RNA polymerase I subunit D
28970	grey	C11orf54	chromosome 11 open reading frame 54
9440	grey	MED17	mediator complex subunit 17
24145	blue	PANX1	pannexin 1
4361	yellow	MRE11	MRE11 homolog, double strand break repair nuclease
54851	brown	ANKRD49	ankyrin repeat domain 49
51503	turquoise	CWC15	CWC15 spliceosome associated protein homolog
10929	turquoise	SRSF8	serine and arginine rich splicing factor 8
23052	brown	ENDOD1	endonuclease domain containing 1
143686	brown	SESN3	sestrin 3
143684	green	FAM76B	family with sequence similarity 76 member B
9702	black	CEP57	centrosomal protein 57
8898	blue	MTMR2	myotubularin related protein 2
84441	blue	MAML2	mastermind like transcriptional coactivator 2
79780	grey	CCDC82	coiled-coil domain containing 82
8690	brown	JRKL	JRK like
330	turquoise	BIRC3	baculoviral IAP repeat containing 3
329	brown	BIRC2	baculoviral IAP repeat containing 2
114908	brown	TMEM123	transmembrane protein 123
84259	turquoise	DCUN1D5	defective in cullin neddylation 1 domain containing 5
80310	turquoise	PDGFD	platelet derived growth factor D
643733	red	CASP4LP	caspase 4 like, pseudogene
837	blue	CASP4	caspase 4
834	brown	CASP1	caspase 1
114769	brown	CARD16	caspase recruitment domain family member 16
84437	black	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils
143879	brown	KBTBD3	kelch repeat and BTB domain containing 3
60496	turquoise	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
143884	brown	CWF19L2	CWF19 like cell cycle control factor 2
91801	grey	ALKBH8	alkB homolog 8, tRNA methyltransferase
54733	grey	SLC35F2	solute carrier family 35 member F2
8065	yellow	CUL5	cullin 5
38	yellow	ACAT1	acetyl-CoA acetyltransferase 1
4863	grey	NPAT	nuclear protein, coactivator of histone transcription
472	turquoise	ATM	ATM serine/threonine kinase
143888	turquoise	POGLUT3	protein O-glucosyltransferase 3
1662	green	DDX10	DEAD-box helicase 10
5962	turquoise	RDX	radixin
2230	turquoise	FDX1	ferredoxin 1
5450	yellow	POU2AF1	POU class 2 homeobox associating factor 1
5519	yellow	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
79796	red	ALG9	ALG9 alpha-1,2-mannosyltransferase
91893	grey	FDXACB1	ferredoxin-fold anticodon binding domain containing 1
64776	red	CFAP68	cilia and flagella associated protein 68
1737	blue	DLAT	dihydrolipoamide S-acetyltransferase
55216	red	NKAPD1	NKAP domain containing 1
26521	turquoise	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B
6392	turquoise	SDHD	succinate dehydrogenase complex subunit D
3606	brown	IL18	interleukin 18
5805	turquoise	PTS	6-pyruvoyltetrahydropterin synthase
4684	brown	NCAM1	neural cell adhesion molecule 1
9183	grey	ZW10	zw10 kinetochore protein
57646	green	USP28	ubiquitin specific peptidase 28
7704	turquoise	ZBTB16	zinc finger and BTB domain containing 16
54494	black	C11orf71	chromosome 11 open reading frame 71
10179	blue	RBM7	RNA binding motif protein 7
25996	yellow	REXO2	RNA exonuclease 2
23705	blue	CADM1	cell adhesion molecule 1
84811	red	BUD13	BUD13 homolog
8882	brown	ZPR1	ZPR1 zinc finger
23387	blue	SIK3	SIK family kinase 3
5049	grey	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2
9159	red	PCSK7	proprotein convertase subtilisin/kexin type 7
257160	turquoise	RNF214	ring finger protein 214
22897	grey	CEP164	centrosomal protein 164
53826	black	FXYD6	FXYD domain containing ion transport regulator 6
3587	blue	IL10RA	interleukin 10 receptor subunit alpha
120425	brown	JAML	junction adhesion molecule like
196264	turquoise	MPZL3	myelin protein zero like 3
10205	grey	MPZL2	myelin protein zero like 2
916	brown	CD3E	CD3 epsilon subunit of T-cell receptor complex
915	blue	CD3D	CD3 delta subunit of T-cell receptor complex
917	turquoise	CD3G	CD3 gamma subunit of T-cell receptor complex
9354	turquoise	UBE4A	ubiquitination factor E4A
10632	brown	ATP5MG	ATP synthase membrane subunit g
4297	brown	KMT2A	lysine methyltransferase 2A
56912	green	IFT46	intraflagellar transport 46
372	blue	ARCN1	archain 1
1656	grey	DDX6	DEAD-box helicase 6
283149	turquoise	BCL9L	BCL9 like
338657	grey	CENATAC	centrosomal AT-AC splicing factor
6230	blue	RPS25	ribosomal protein S25
51399	turquoise	TRAPPC4	trafficking protein particle complex subunit 4
2542	blue	SLC37A4	solute carrier family 37 member 4
10525	blue	HYOU1	hypoxia up-regulated 1
55823	turquoise	VPS11	VPS11 core subunit of CORVET and HOPS complexes
3145	yellow	HMBS	hydroxymethylbilane synthase
3014	turquoise	H2AX	H2A.X variant histone
1798	brown	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
9854	red	C2CD2L	C2CD2 like
25988	grey	HINFP	histone H4 transcription factor
79671	grey	NLRX1	NLR family member X1
867	blue	CBL	Cbl proto-oncogene
79102	yellow	RNF26	ring finger protein 26
5818	blue	NECTIN1	nectin cell adhesion molecule 1
220323	turquoise	OAF	out at first homolog
6309	grey	SC5D	sterol-C5-desaturase
6653	brown	SORL1	sortilin related receptor 1
84959	turquoise	UBASH3B	ubiquitin associated and SH3 domain containing B
56253	blue	CRTAM	cytotoxic and regulatory T cell molecule
79864	grey	JHY	junctional cadherin complex regulator
3312	black	HSPA8	heat shock protein family A (Hsp70) member 8
4013	blue	VWA5A	von Willebrand factor A domain containing 5A
84897	grey	TBRG1	transforming growth factor beta regulator 1
53340	grey	SPA17	sperm autoantigenic protein 17
4900	brown	NRGN	neurogranin
90952	grey	ESAM	endothelial cell adhesion molecule
79684	blue	MSANTD2	Myb/SANT DNA binding domain containing 2
64221	blue	ROBO3	roundabout guidance receptor 3
80071	blue	CCDC15	coiled-coil domain containing 15
219854	grey	TMEM218	transmembrane protein 218
9538	blue	EI24	EI24 autophagy associated transmembrane protein
3703	blue	STT3A	STT3 oligosaccharyltransferase complex catalytic subunit A
1111	yellow	CHEK1	checkpoint kinase 1
219844	blue	HYLS1	HYLS1 centriolar and ciliogenesis associated
83480	grey	PUS3	pseudouridine synthase 3
84881	grey	RPUSD4	RNA pseudouridine synthase D4
79607	blue	FAM118B	family with sequence similarity 118 member B
6734	blue	SRPRA	SRP receptor subunit alpha
55572	yellow	FOXRED1	FAD dependent oxidoreductase domain containing 1
114609	brown	TIRAP	TIR domain containing adaptor protein
28960	blue	DCPS	decapping enzyme, scavenger
399972	grey	GSEC	G-quadruplex forming sequence containing lncRNA
6484	turquoise	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
